prod_id,prod_desc,prod_long_desc,theme_name,prod_id,ages,piece_count,set_name,prod_id,country,list_price,prod_id,num_reviews,play_star_rating,review_difficulty,star_rating,val_star_rating
75185,blah,blahblah,Star Wars™,75185,8-14,557,Tracker I,75185,AU,83.5924,75185,6.0,4.2,Challenging,4.3,4.4
75177,blah,blahblah,Star Wars™,75177,9-14,554,First Order Heavy Scout Walker™,75177,AU,75.9924,75177,9.0,3.9,Challenging,4.0,3.8
75201,blah,blahblah,Star Wars™,75201,8-14,370,First Order AT-ST™,75201,AU,68.3924,75201,37.0,2.2,Easy,1.8,1.8
75532,blah,blahblah,Star Wars™,75532,10-14,452,Scout Trooper™ & Speeder Bike™,75532,AU,68.3924,75532,11.0,4.2,Challenging,4.5,4.4
75178,blah,blahblah,Star Wars™,75178,8-14,457,Jakku Quadjumper™,75178,AU,68.3924,75178,12.0,4.4,Easy,4.3,3.6
75175,blah,blahblah,Star Wars™,75175,8-14,358,A-Wing Starfighter™,75175,AU,60.7924,75175,24.0,4.7,Easy,4.6,3.7
75174,blah,blahblah,Star Wars™,75174,7-12,277,Desert Skiff Escape,75174,AU,53.1924,75174,27.0,4.6,Easy,4.6,4.1
75176,blah,blahblah,Star Wars™,75176,8-14,294,Resistance Transport Pod™,75176,AU,45.59240000000001,75176,14.0,4.6,Easy,4.7,3.7
75534,blah,blahblah,Star Wars™,75534,9-14,168,Darth Vader™,75534,AU,41.7924,75534,6.0,4.6,Average,5.0,4.0
75530,blah,blahblah,Star Wars™,75530,8-14,179,Chewbacca™,75530,AU,37.9924,75530,5.0,4.3,Average,3.6,3.4
75200,blah,blahblah,Star Wars™,75200,7-12,241,Ahch-To Island™ Training,75200,AU,34.1924,75200,25.0,4.1,Easy,4.5,4.1
75168,blah,blahblah,Star Wars™,75168,8-12,262,Yoda's Jedi Starfighter™,75168,AU,34.1924,75168,37.0,4.3,Easy,4.5,4.3
75199,blah,blahblah,Star Wars™,75199,7-12,157,General Grievous' Combat Speeder,75199,AU,34.1924,75199,19.0,3.4,Easy,2.6,1.9
75182,blah,blahblah,Star Wars™,75182,8-14,305,Republic Fighter Tank™,75182,AU,34.1924,75182,27.0,4.6,Easy,4.6,4.4
75529,blah,blahblah,Star Wars™,75529,8-14,92,Elite Praetorian Guard,75529,AU,30.3924,75529,7.0,4.1,Easy,4.7,3.9
75526,blah,blahblah,Star Wars™,75526,8-14,94,Elite TIE Fighter Pilot™,75526,AU,30.3924,75526,1.0,4.0,Easy,4.0,4.0
75117,blah,blahblah,Star Wars™,75117,8-14,86,Kylo Ren™,75117,AU,30.3924,75117,12.0,4.4,Easy,4.5,4.4
75528,blah,blahblah,Star Wars™,75528,8-14,85,Rey,75528,AU,30.3924,75528,3.0,4.7,Easy,4.7,4.7
75531,blah,blahblah,Star Wars™,75531,7-14,100,Stormtrooper™ Commander,75531,AU,30.3924,75531,3.0,3.3,Very Easy,4.0,4.0
75195,blah,blahblah,Star Wars™,75195,6-12,216,Ski Speeder™ vs. First Order Walker™ Microfighters,75195,AU,22.7924,75195,4.0,4.5,Easy,4.5,4.5
75197,blah,blahblah,Star Wars™,75197,6-12,108,First Order Specialists Battle Pack,75197,AU,17.4724,75197,15.0,3.8,Very Easy,4.1,3.9
75167,blah,blahblah,Star Wars™,75167,6-12,125,Bounty Hunter Speeder Bike™ Battle Pack,75167,AU,17.4724,75167,40.0,4.5,Very Easy,4.7,4.8
75194,blah,blahblah,Star Wars™,75194,6-12,91,First Order TIE Fighter™ Microfighter,75194,AU,12.1524,75194,3.0,4.7,Easy,4.3,4.0
75160,blah,blahblah,Star Wars™,75160,6-12,109,U-Wing™ Microfighter,75160,AU,12.1524,75160,6.0,4.8,Easy,4.8,4.8
75161,blah,blahblah,Star Wars™,75161,6-12,88,TIE Striker™ Microfighter,75161,AU,12.1524,75161,4.0,4.3,Easy,4.5,4.5
75211,blah,blahblah,Star Wars™,75211,9-14,519,Imperial TIE Fighter™,75211,AU,75.9924,75211,7.0,5.0,Average,4.7,3.7
75208,blah,blahblah,Star Wars™,75208,7-12,229,Yoda's Hut,75208,AU,34.1924,75208,5.0,4.4,Easy,4.4,4.2
75206,blah,blahblah,Star Wars™,75206,6-12,102,Jedi™ and Clone Troopers™ Battle Pack,75206,AU,17.4724,75206,3.0,4.0,Very Easy,4.0,4.3
75205,blah,blahblah,Star Wars™,75205,8-14,376,Mos Eisley Cantina™,75205,AU,53.1924,75205,14.0,4.0,Easy,3.5,3.3
75204,blah,blahblah,Star Wars™,75204,7-12,278,Sandspeeder™,75204,AU,45.59240000000001,75204,13.0,4.9,Easy,4.5,4.2
75173,blah,blahblah,Star Wars™,75173,7-12,149,Luke's Landspeeder™,75173,AU,37.9924,75173,27.0,4.3,Easy,4.5,4.3
75183,blah,blahblah,Star Wars™,75183,7-12,282,Darth Vader™ Transformation,75183,AU,34.1924,75183,38.0,4.5,Easy,4.7,4.7
75533,blah,blahblah,Star Wars™,75533,8-14,144,Boba Fett™,75533,AU,34.1924,75533,4.0,4.8,Average,4.8,4.0
75169,blah,blahblah,Star Wars™,75169,7-12,208,Duel on Naboo™,75169,AU,34.1924,75169,32.0,4.4,Easy,4.4,4.4
75196,blah,blahblah,Star Wars™,75196,6-12,188,A-Wing™ vs. TIE Silencer™ Microfighters,75196,AU,22.7924,75196,3.0,4.0,Easy,4.3,4.0
75198,blah,blahblah,Star Wars™,75198,6-12,97,Tatooine™ Battle Pack,75198,AU,17.4724,75198,14.0,4.2,Easy,4.1,4.1
75193,blah,blahblah,Star Wars™,75193,6-12,92,Millennium Falcon™ Microfighter,75193,AU,12.1524,75193,9.0,4.7,Easy,4.7,4.7
75181,blah,blahblah,Star Wars™,75181,14+,1966,Y-Wing Starfighter™,75181,AU,227.9924,75181,1.0,5.0,Very Challenging,5.0,5.0
75192,blah,blahblah,Star Wars™,75192,16+,7541,Millennium Falcon™,75192,AU,987.9924,75192,197.0,4.0,Challenging,4.8,4.4
75166,blah,blahblah,Star Wars™,75166,6-12,117,First Order Transport Speeder Battle Pack,75166,AU,17.4724,75166,25.0,4.3,Very Easy,4.6,4.3
42056,blah,blahblah,Technic,42056,16+,2704,Porsche 911 GT3 RS,42056,AU,379.9924,42056,143.0,4.2,Challenging,4.7,4.3
42070,blah,blahblah,Technic,42070,11-16,1862,6x6 All Terrain Tow Truck,42070,AU,303.9924000000001,42070,45.0,3.7,Challenging,3.5,2.9
42055,blah,blahblah,Technic,42055,12-16,3929,Bucket Wheel Excavator,42055,AU,303.9924000000001,42055,75.0,3.9,Challenging,4.6,4.6
42078,blah,blahblah,Technic,42078,11-16,2595,Mack Anthem,42078,AU,189.9924,42078,22.0,4.5,Average,4.7,4.7
42069,blah,blahblah,Technic,42069,11-16,2382,Extreme Adventure,42069,AU,167.19240000000005,42069,19.0,4.5,Average,4.9,4.7
42066,blah,blahblah,Technic,42066,10-16,1151,Air Race Jet,42066,AU,167.19240000000005,42066,7.0,4.0,Challenging,4.9,4.7
42064,blah,blahblah,Technic,42064,10-16,1327,Ocean Explorer,42064,AU,129.19240000000002,42064,14.0,4.6,Challenging,4.6,4.8
42077,blah,blahblah,Technic,42077,10-16,1005,Rally Car,42077,AU,121.5924,42077,8.0,4.1,Average,4.4,4.1
42068,blah,blahblah,Technic,42068,10-16,1098,Airport Rescue Vehicle,42068,AU,121.5924,42068,12.0,4.0,Average,4.8,4.6
42065,blah,blahblah,Technic,42065,9-16,370,RC Tracked Racer,42065,AU,91.1924,42065,28.0,4.6,Easy,4.5,4.2
42076,blah,blahblah,Technic,42076,9-16,1020,Hovercraft,42076,AU,83.5924,42076,5.0,3.8,Average,4.2,4.2
42063,blah,blahblah,Technic,42063,10-16,603,BMW R 1200 GS Adventure,42063,AU,68.3924,42063,12.0,4.2,Average,4.7,4.4
42062,blah,blahblah,Technic,42062,8-14,631,Container Yard,42062,AU,68.3924,42062,8.0,4.7,Easy,4.8,4.3
42075,blah,blahblah,Technic,42075,9-16,513,First Responder,42075,AU,45.59240000000001,42075,1.0,5.0,Easy,5.0,4.0
8293,blah,blahblah,Power Functions,8293,9-16,10,LEGO® Power Functions Motor Set,8293,AU,37.9924,8293,57.0,4.6,Easy,4.5,3.9
42074,blah,blahblah,Technic,42074,8-14,330,Racing Yacht,42074,AU,37.9924,42074,5.0,4.0,Average,4.8,4.2
42060,blah,blahblah,Technic,42060,8-14,365,Roadwork Crew,42060,AU,30.3924,42060,10.0,4.6,Easy,4.8,4.6
42059,blah,blahblah,Technic,42059,7-14,142,Stunt Truck,42059,AU,25.0724,42059,7.0,4.4,Easy,4.7,4.6
42058,blah,blahblah,Technic,42058,7-14,140,Stunt Bike,42058,AU,25.0724,42058,2.0,4.5,Easy,4.0,4.0
42072,blah,blahblah,Technic,42072,7-14,135,WHACK!,42072,AU,22.7924,42072,1.0,5.0,nan,5.0,5.0
42073,blah,blahblah,Technic,42073,7-14,139,BASH!,42073,AU,22.7924,42073,2.0,4.5,Easy,4.0,3.5
42057,blah,blahblah,Technic,42057,8-14,199,Ultralight Helicopter,42057,AU,22.7924,42057,9.0,4.3,Easy,4.7,4.8
42071,blah,blahblah,Technic,42071,8-14,171,Dozer Compactor,42071,AU,22.7924,42071,2.0,5.0,Challenging,5.0,5.0
42084,blah,blahblah,Technic,42084,7-14,176,Hook Loader,42084,AU,12.1524,42084,2.0,4.5,Easy,4.5,4.5
70912,blah,blahblah,THE LEGO® BATMAN MOVIE,70912,12-16,1628,Arkham Asylum,70912,AU,197.5924,70912,20.0,3.5,Average,3.8,3.3
70917,blah,blahblah,THE LEGO® BATMAN MOVIE,70917,10-16,1456,The Ultimate Batmobile,70917,AU,174.7924,70917,18.0,4.6,Average,4.6,4.6
70909,blah,blahblah,THE LEGO® BATMAN MOVIE,70909,8-14,1047,Batcave Break-in,70909,AU,136.7924,70909,23.0,4.7,Average,4.7,4.3
70916,blah,blahblah,THE LEGO® BATMAN MOVIE,70916,9-14,1053,The Batwing,70916,AU,129.19240000000002,70916,4.0,4.0,Average,4.0,3.8
70905,blah,blahblah,THE LEGO® BATMAN MOVIE,70905,8-14,581,The Batmobile,70905,AU,75.9924,70905,20.0,4.6,Average,4.8,4.3
70906,blah,blahblah,THE LEGO® BATMAN MOVIE,70906,8-14,433,The Joker™ Notorious Lowrider,70906,AU,68.3924,70906,19.0,4.4,Average,4.7,4.2
70914,blah,blahblah,THE LEGO® BATMAN MOVIE,70914,8-14,366,Bane™ Toxic Truck Attack,70914,AU,68.3924,70914,6.0,3.7,Average,4.0,3.0
70911,blah,blahblah,THE LEGO® BATMAN MOVIE,70911,8-14,305,The Penguin™ Arctic Roller,70911,AU,37.9924,70911,24.0,4.5,Easy,4.8,4.4
70903,blah,blahblah,THE LEGO® BATMAN MOVIE,70903,7-14,254,The Riddler™ Riddle Racer,70903,AU,37.9924,70903,18.0,4.2,Easy,4.2,4.4
70910,blah,blahblah,THE LEGO® BATMAN MOVIE,70910,7-14,204,Scarecrow™ Special Delivery,70910,AU,26.5924,70910,8.0,4.1,Average,4.4,4.1
70901,blah,blahblah,THE LEGO® BATMAN MOVIE,70901,7-14,201,Mr. Freeze™ Ice Attack,70901,AU,26.5924,70901,19.0,4.1,Easy,4.6,4.4
70913,blah,blahblah,THE LEGO® BATMAN MOVIE,70913,6-12,141,Scarecrow™ Fearful Face-off,70913,AU,17.4724,70913,7.0,4.0,Easy,4.1,4.4
70900,blah,blahblah,THE LEGO® BATMAN MOVIE,70900,6-12,124,The Joker™ Balloon Escape,70900,AU,17.4724,70900,18.0,4.5,Easy,4.7,4.6
21030,blah,blahblah,Architecture,21030,12+,1032,United States Capitol Building,21030,AT,121.9878,21030,23.0,3.6,Average,4.6,4.3
21035,blah,blahblah,Architecture,21035,12+,744,Solomon R. Guggenheim Museum®,21035,AT,85.3878,21035,14.0,3.2,Challenging,4.6,4.1
21039,blah,blahblah,Architecture,21039,12+,597,Shanghai,21039,AT,73.1878,21039,7.0,3.7,Average,4.9,4.4
21029,blah,blahblah,Architecture,21029,12+,780,Buckingham Palace,21029,AT,60.9878,21029,24.0,4.4,Average,4.7,4.3
21028,blah,blahblah,Architecture,21028,12+,598,New York City,21028,AT,60.9878,21028,37.0,3.7,Average,4.2,4.1
21034,blah,blahblah,Architecture,21034,12+,468,London,21034,AT,48.7878,21034,23.0,3.6,Average,4.7,4.1
21033,blah,blahblah,Architecture,21033,12+,444,Chicago,21033,AT,48.7878,21033,11.0,3.6,Average,4.8,4.5
21019,blah,blahblah,Architecture,21019,12+,321,The Eiffel Tower,21019,AT,42.6878,21019,53.0,3.2,Average,4.6,4.4
21036,blah,blahblah,Architecture,21036,12+,386,Arc de Triomphe,21036,AT,42.6878,21036,14.0,4.1,Average,4.4,3.6
21032,blah,blahblah,Architecture,21032,12+,361,Sydney,21032,AT,36.5878,21032,7.0,4.2,Easy,4.6,4.2
17101,blah,blahblah,BOOST,17101,7-12,847,BOOST Creative Toolbox,17101,AT,195.1878,17101,63.0,3.8,Average,3.4,3.5
41597,blah,blahblah,BrickHeadz,41597,10+,708,Go Brick Me,41597,AT,36.5878,41597,13.0,4.7,Average,4.8,4.8
41614,blah,blahblah,BrickHeadz,41614,10+,234,Owen & Blue,41614,AT,24.3878,41614,1.0,3.0,Easy,5.0,5.0
41613,blah,blahblah,BrickHeadz,41613,10+,160,Mr. Incredible & Frozone,41613,AT,24.3878,41613,1.0,5.0,Very Easy,5.0,5.0
41609,blah,blahblah,BrickHeadz,41609,10+,149,Chewbacca™,41609,AT,12.1878,41609,1.0,2.0,Very Easy,3.0,4.0
41608,blah,blahblah,BrickHeadz,41608,10+,141,Han Solo™,41608,AT,12.1878,41608,1.0,2.0,Very Easy,4.0,4.0
41604,blah,blahblah,BrickHeadz,41604,10+,101,Iron Man MK50,41604,AT,12.1878,41604,3.0,4.0,Average,4.7,4.5
41605,blah,blahblah,BrickHeadz,41605,10+,105,Thanos,41605,AT,12.1878,41605,2.0,3.0,Easy,5.0,5.0
41606,blah,blahblah,BrickHeadz,41606,10+,113,Star-Lord,41606,AT,12.1878,41606,1.0,5.0,Easy,5.0,5.0
41607,blah,blahblah,BrickHeadz,41607,10+,136,Gamora,41607,AT,12.1878,41607,1.0,,nan,5.0,
41599,blah,blahblah,BrickHeadz,41599,10+,143,Wonder Woman™,41599,AT,12.1878,41599,5.0,4.6,Easy,5.0,5.0
41598,blah,blahblah,BrickHeadz,41598,10+,122,The Flash™,41598,AT,12.1878,41598,3.0,2.7,Very Easy,4.0,3.0
41603,blah,blahblah,BrickHeadz,41603,10+,130,Kylo Ren™,41603,AT,12.1878,41603,5.0,4.3,Easy,5.0,4.8
40270,blah,blahblah,BrickHeadz,40270,10+,140,Valentine's Bee,40270,AT,12.1878,40270,7.0,3.2,Easy,4.9,4.7
41602,blah,blahblah,BrickHeadz,41602,10+,119,Rey,41602,AT,12.1878,41602,3.0,4.5,Easy,5.0,4.5
41601,blah,blahblah,BrickHeadz,41601,10+,108,Cyborg™,41601,AT,12.1878,41601,2.0,3.5,Easy,5.0,4.0
41600,blah,blahblah,BrickHeadz,41600,10+,135,Aquaman™,41600,AT,12.1878,41600,1.0,1.0,Very Easy,4.0,3.0
41611,blah,blahblah,BrickHeadz,41611,10+,240,Marty McFly & Doc Brown,41611,AT,24.3878,41611,1.0,3.0,Easy,5.0,5.0
41610,blah,blahblah,BrickHeadz,41610,10+,209,Tactical Batman™ & Superman™,41610,AT,24.3878,41610,,,nan,,
40271,blah,blahblah,BrickHeadz,40271,10+,126,Easter Bunny,40271,AT,12.1878,40271,4.0,2.0,Easy,5.0,4.5
60177,blah,blahblah,City,60177,5-12,87,Airshow Jet,60177,AT,12.1878,60177,2.0,4.5,Easy,4.5,5.0
60052,blah,blahblah,City,60052,6-12,888,Cargo Train,60052,AT,219.5878,60052,35.0,4.7,Average,4.4,3.8
60162,blah,blahblah,City,60162,8-12,1250,Jungle Air Drop Helicopter,60162,AT,158.58780000000004,60162,1.0,5.0,Average,5.0,4.0
60051,blah,blahblah,City,60051,6-12,610,High-speed Passenger Train,60051,AT,146.3878,60051,45.0,4.4,Average,4.4,4.0
60141,blah,blahblah,City,60141,6-12,894,Police Station,60141,AT,121.9878,60141,10.0,4.2,Easy,4.7,4.0
60110,blah,blahblah,City,60110,6-12,919,Fire Station,60110,AT,121.9878,60110,16.0,4.5,Average,4.6,4.6
60161,blah,blahblah,City,60161,8-12,813,Jungle Exploration Site,60161,AT,121.9878,60161,6.0,4.5,Average,4.3,4.0
60167,blah,blahblah,City,60167,6-12,792,Coast Guard Head Quarters,60167,AT,121.9878,60167,3.0,3.3,Average,3.7,3.3
60188,blah,blahblah,City,60188,7-12,883,Mining Experts Site,60188,AT,109.7878,60188,1.0,5.0,nan,5.0,5.0
60174,blah,blahblah,City,60174,6-12,663,Mountain Police Headquarters,60174,AT,97.5878,60174,8.0,4.4,Average,4.6,4.0
60169,blah,blahblah,City,60169,6-12,740,Cargo Terminal,60169,AT,85.3878,60169,4.0,5.0,Average,5.0,4.3
60140,blah,blahblah,City,60140,5-12,561,Bulldozer Break-in,60140,AT,73.1878,60140,9.0,3.9,Easy,3.3,3.6
60160,blah,blahblah,City,60160,7-12,426,Jungle Mobile Lab,60160,AT,60.9878,60160,3.0,4.7,Average,5.0,4.7
60166,blah,blahblah,City,60166,6-12,415,Heavy-duty Rescue Helicopter,60166,AT,60.9878,60166,8.0,4.4,Challenging,4.4,4.0
60173,blah,blahblah,City,60173,5-12,303,Mountain Arrest,60173,AT,60.9878,60173,2.0,4.5,Average,4.0,2.5
60153,blah,blahblah,City,60153,5-12,169,People pack – Fun at the beach,60153,AT,48.7878,60153,10.0,4.3,Very Easy,4.1,3.6
60139,blah,blahblah,City,60139,6-12,374,Mobile Command Center,60139,AT,48.7878,60139,10.0,3.9,Easy,4.0,3.3
60175,blah,blahblah,City,60175,5-12,387,Mountain River Heist,60175,AT,48.7878,60175,,,nan,,
60154,blah,blahblah,City,60154,5-12,337,Bus Station,60154,AT,48.7878,60154,16.0,3.6,Easy,3.3,2.7
60186,blah,blahblah,City,60186,5-12,294,Mining Heavy Driller,60186,AT,48.7878,60186,1.0,4.0,Average,5.0,4.0
60182,blah,blahblah,City,60182,5-12,344,Pickup & Caravan,60182,AT,36.5878,60182,7.0,5.0,Easy,5.0,5.0
60138,blah,blahblah,City,60138,5-12,294,High-speed Chase,60138,AT,36.5878,60138,14.0,4.2,Average,4.2,4.1
60165,blah,blahblah,City,60165,5-12,347,4 x 4 Response Unit,60165,AT,36.5878,60165,2.0,4.5,Very Easy,5.0,5.0
60108,blah,blahblah,City,60108,5-12,257,Fire Response Unit,60108,AT,36.5878,60108,8.0,4.2,Average,3.9,3.8
60159,blah,blahblah,City,60159,6-12,378,Jungle Halftrack Mission,60159,AT,36.5878,60159,5.0,4.8,Easy,4.8,4.6
60183,blah,blahblah,City,60183,5-12,310,Heavy Cargo Transport,60183,AT,36.5878,60183,7.0,4.4,Easy,4.7,4.7
60172,blah,blahblah,City,60172,5-12,297,Dirt Road Pursuit,60172,AT,36.5878,60172,,,nan,,
60180,blah,blahblah,City,60180,6-12,192,Monster Truck,60180,AT,24.3878,60180,4.0,5.0,Average,5.0,5.0
60150,blah,blahblah,City,60150,5-12,249,Pizza Van,60150,AT,24.3878,60150,35.0,4.6,Easy,4.9,4.8
60107,blah,blahblah,City,60107,5-12,214,Fire Ladder Truck,60107,AT,24.3878,60107,11.0,4.5,Easy,4.5,4.1
7895,blah,blahblah,City,7895,5-12,8,Switching Tracks,7895,AT,24.3878,7895,47.0,4.2,Very Easy,4.1,3.6
60148,blah,blahblah,City,60148,5-12,239,ATV Race Team,60148,AT,24.3878,60148,12.0,4.7,Easy,4.8,4.6
60137,blah,blahblah,City,60137,5-12,144,Tow Truck Trouble,60137,AT,24.3878,60137,8.0,4.4,Easy,4.3,4.0
60181,blah,blahblah,City,60181,5-12,174,Forest Tractor,60181,AT,24.3878,60181,7.0,4.3,Easy,4.4,4.2
60179,blah,blahblah,City,60179,5-12,190,Ambulance Helicopter,60179,AT,24.3878,60179,6.0,4.2,Easy,3.8,4.7
10751,blah,blahblah,Juniors,10751,4-7,115,Mountain Police Chase,10751,AT,24.3878,10751,,,nan,,
60164,blah,blahblah,City,60164,5-12,141,Sea Rescue Plane,60164,AT,24.3878,60164,3.0,4.3,Easy,4.3,4.7
60158,blah,blahblah,City,60158,6-12,201,Jungle Cargo Helicopter,60158,AT,24.3878,60158,5.0,4.3,Average,4.4,3.8
7499,blah,blahblah,City,7499,5-12,24,Flexible and Straight Tracks,7499,AT,21.9478,7499,89.0,2.9,Easy,2.5,2.2
60185,blah,blahblah,City,60185,5-12,127,Mining Power Splitter,60185,AT,18.2878,60185,1.0,5.0,Easy,5.0,5.0
60176,blah,blahblah,City,60176,5-12,126,Wild River Escape,60176,AT,18.2878,60176,1.0,5.0,Easy,5.0,4.0
60157,blah,blahblah,City,60157,5-12,88,Jungle Starter Set,60157,AT,12.1878,60157,12.0,4.5,Easy,4.9,4.6
60163,blah,blahblah,City,60163,5-12,76,Coast Guard Starter Set,60163,AT,12.1878,60163,4.0,4.8,Very Easy,5.0,4.5
7280,blah,blahblah,City,7280,5-12,2,Straight & Crossroad Plates,7280,AT,12.1878,7280,85.0,4.1,Very Easy,3.5,2.3
10750,blah,blahblah,Juniors,10750,4-7,73,Road Repair Truck,10750,AT,12.1878,10750,,,nan,,
7281,blah,blahblah,City,7281,5-12,2,T-Junction & Curved Road Plates,7281,AT,12.1878,7281,40.0,4.1,Very Easy,3.9,2.8
60171,blah,blahblah,City,60171,5-12,88,Mountain Fugitives,60171,AT,12.1878,60171,2.0,,nan,5.0,
60184,blah,blahblah,City,60184,5-12,82,Mining Team,60184,AT,12.1878,60184,2.0,4.5,Very Easy,5.0,4.0
60178,blah,blahblah,City,60178,5-12,78,Speed Record Car,60178,AT,12.1878,60178,1.0,4.0,Easy,5.0,4.0
60170,blah,blahblah,City,60170,5-12,37,Off-Road Chase,60170,AT,7.3078,60170,2.0,4.5,Very Easy,4.5,5.0
60156,blah,blahblah,City,60156,5-12,53,Jungle Buggy,60156,AT,7.3078,60156,5.0,3.8,Easy,3.6,4.2
10704,blah,blahblah,Classic,10704,4-99,900,Creative Box,10704,AT,42.6878,10704,2.0,3.5,nan,4.5,4.5
10696,blah,blahblah,Classic,10696,4-99,484,LEGO® Medium Creative Brick Box,10696,AT,36.5878,10696,11.0,4.6,Easy,4.6,4.7
10703,blah,blahblah,Classic,10703,4-99,502,Creative Builder Box,10703,AT,30.4878,10703,2.0,5.0,Average,4.0,4.0
10715,blah,blahblah,Classic,10715,4-99,442,Bricks on a Roll,10715,AT,30.4878,10715,,,nan,,
10713,blah,blahblah,Classic,10713,4-99,213,Creative Suitcase,10713,AT,24.3878,10713,2.0,5.0,Very Easy,5.0,5.0
10693,blah,blahblah,Classic,10693,4-99,303,LEGO® Creative Supplement,10693,AT,24.3878,10693,8.0,4.8,Easy,4.9,4.9
10701,blah,blahblah,Classic,10701,4-99,1,Gray Baseplate,10701,AT,18.2878,10701,24.0,4.3,Very Easy,4.1,3.5
10692,blah,blahblah,Classic,10692,4-99,221,LEGO® Creative Bricks,10692,AT,18.2878,10692,7.0,4.3,Easy,4.1,4.3
10700,blah,blahblah,Classic,10700,4-99,1,Green Baseplate,10700,AT,9.7478,10700,46.0,3.2,Very Easy,2.6,2.5
10714,blah,blahblah,Classic,10714,4-99,1,Blue Baseplate,10714,AT,9.7478,10714,6.0,4.7,Very Easy,4.7,4.3
10706,blah,blahblah,Classic,10706,4-99,78,Blue Creativity Box,10706,AT,6.0878000000000005,10706,8.0,4.6,Very Easy,4.8,5.0
10708,blah,blahblah,Classic,10708,4-99,66,Green Creativity Box,10708,AT,6.0878000000000005,10708,5.0,4.5,Easy,4.8,4.5
10707,blah,blahblah,Classic,10707,4-99,55,Red Creativity Box,10707,AT,6.0878000000000005,10707,4.0,4.3,Average,4.5,4.3
10709,blah,blahblah,Classic,10709,4-99,60,Orange Creativity Box,10709,AT,6.0878000000000005,10709,3.0,2.7,Easy,4.7,5.0
630,blah,blahblah,Classic,630,4+,1,Brick Separator,630,AT,3.0378000000000003,630,180.0,4.0,Very Easy,4.8,4.6
10698,blah,blahblah,Classic,10698,4-99,790,LEGO® Large Creative Brick Box,10698,AT,54.8878,10698,4.0,5.0,Easy,5.0,5.0
31069,blah,blahblah,Creator 3-in-1,31069,8-12,728,Modular Family Villa,31069,AT,73.1878,31069,11.0,3.2,Average,3.4,3.2
31052,blah,blahblah,Creator 3-in-1,31052,9-14,792,Vacation Getaways,31052,AT,73.1878,31052,23.0,4.7,Average,4.9,4.3
31070,blah,blahblah,Creator 3-in-1,31070,9-12,670,Turbo Track Racer,31070,AT,60.9878,31070,14.0,4.2,Average,4.5,4.3
31081,blah,blahblah,Creator 3-in-1,31081,8-12,422,Modular Skate House,31081,AT,48.7878,31081,4.0,4.0,Average,4.8,4.3
31068,blah,blahblah,Creator 3-in-1,31068,8-12,386,Modular Modern Home,31068,AT,42.6878,31068,10.0,3.2,Average,3.8,3.9
31079,blah,blahblah,Creator 3-in-1,31079,8-12,379,Sunshine Surfer Van,31079,AT,36.5878,31079,5.0,4.0,Easy,4.4,4.2
31080,blah,blahblah,Creator 3-in-1,31080,7-12,374,Modular Winter Vacation,31080,AT,36.5878,31080,2.0,4.0,Easy,3.5,4.0
31066,blah,blahblah,Creator 3-in-1,31066,7-12,285,Space Shuttle Explorer,31066,AT,36.5878,31066,12.0,4.3,Easy,4.2,4.4
31067,blah,blahblah,Creator 3-in-1,31067,7-12,356,Modular Poolside Holiday,31067,AT,30.4878,31067,8.0,4.0,Average,4.6,4.9
31076,blah,blahblah,Creator 3-in-1,31076,7-12,200,Daredevil Stunt Plane,31076,AT,24.3878,31076,1.0,5.0,Average,5.0,5.0
31075,blah,blahblah,Creator 3-in-1,31075,7-12,225,Outback Adventures,31075,AT,24.3878,31075,1.0,5.0,Easy,4.0,4.0
31074,blah,blahblah,Creator 3-in-1,31074,7-12,241,Rocket Rally Car,31074,AT,24.3878,31074,2.0,4.5,Easy,5.0,5.0
31062,blah,blahblah,Creator 3-in-1,31062,7-12,205,Robo Explorer,31062,AT,21.9478,31062,9.0,4.5,Average,4.8,4.3
31058,blah,blahblah,Creator 3-in-1,31058,7-12,174,Mighty Dinosaurs,31058,AT,18.2878,31058,27.0,4.5,Easy,4.7,4.7
31073,blah,blahblah,Creator 3-in-1,31073,7-12,223,Mythical Creatures,31073,AT,18.2878,31073,5.0,4.7,Easy,4.4,5.0
31056,blah,blahblah,Creator 3-in-1,31056,6-12,122,Green Cruiser,31056,AT,12.1878,31056,6.0,4.5,Easy,4.5,4.7
31057,blah,blahblah,Creator 3-in-1,31057,6-12,102,Air Blazer,31057,AT,12.1878,31057,1.0,4.0,Easy,4.0,4.0
31071,blah,blahblah,Creator 3-in-1,31071,6-12,109,Drone Explorer,31071,AT,12.1878,31071,1.0,5.0,Average,5.0,5.0
31072,blah,blahblah,Creator 3-in-1,31072,6-12,109,Extreme Engines,31072,AT,12.1878,31072,,,nan,,
10260,blah,blahblah,Creator Expert,10260,16+,2480,Downtown Diner,10260,AT,182.9878,10260,62.0,4.4,Challenging,4.6,4.3
10256,blah,blahblah,Creator Expert,10256,16+,5923,Taj Mahal,10256,AT,402.5878,10256,43.0,3.9,Challenging,4.8,4.5
10255,blah,blahblah,Creator Expert,10255,16+,4002,Assembly Square,10255,AT,292.7878,10255,99.0,4.7,Challenging,4.8,4.5
10214,blah,blahblah,Creator Expert,10214,16+,4295,Tower Bridge,10214,AT,268.3878,10214,228.0,4.2,Challenging,4.8,4.6
